"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Poids_NET_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Teneur_Totale_Nicotine_Tabac_Rouler_Pipe";"Teneur_Nicotine_Base_Tabac_Rouler_Pipe";"Teneur_Nicotine_Sans_Combusion";"Teneur_Nicotine_Base_Sans_Combusion";"pH_Sans_Combusion";"Humidité_Sans_Combustion"
"FR";"Produit du tabac";"Cigarillo";"PRIVATE LABEL REINE ELISABETH PRIVATE LABEL [D6A767F8BB613DAA]";31/8/2020 16:08:00;"PRIVATE LABEL REINE ELISABETH";"Private Label";"sans filtre";10.00;;"Boîte avec couvercle coulissant";"-";"08134010127";15/11/2017 22:08:07;1/1/2006 00:00:00;90.00;11.20;2830.00;2661.01;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"ROLL'S MELANGE CUBAIN  [79E3BAB67BC8F98B]";24/3/2020 14:24:00;"Roll's Melange Cubain";;"sans filtre";20.00;;"Boîte en carton";"-";"147483";27/3/2017 10:13:37;1/1/2015 00:00:00;84.50;7.90;1722.19;1453.14;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SAVANITOS [10304F1A10DA375A]";26/8/2020 12:29:00;"Savanitos";"Savanitos";"sans filtre";20.00;"0";"Boîte avec couvercle coulissant";"SKU";"31960";6/2/2019 10:57:19;20/5/2016 00:00:00;82.00;8.30;1140.00;0.00;"0";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SAVANITOS [D3E1739AC0779479]";26/8/2020 12:29:00;"Savanitos";"Savanitos";"sans filtre";18.00;"0";"Boîte avec couvercle coulissant";"EAN";"3663849501472";6/2/2019 10:57:19;22/11/2016 00:00:00;82.00;8.30;1140.00;0.00;"0";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SAVANITOS 2 EN 1 VANILLA [86B9A6304BBFB34B]";28/8/2020 17:38:00;"Savanitos 2 en 1 Vanilla";"Savanitos 2 en 1 Vanilla";"sans filtre";10.00;"0";"Boîte pliante à couvercle basculant";"SKU";"65984";25/3/2019 15:12:02;26/3/2019 00:00:00;155.00;8.30;2150.00;1870.00;"0";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SAVANITOS CLARO [3D9C1B8F413F705C]";28/8/2020 14:30:00;"Savanitos Claro";"Savanitos Claro";"sans filtre";20.00;"0";"Boîte avec couvercle coulissant";"SKU";"31962";5/12/2016 22:48:02;20/5/2016 00:00:00;82.00;8.20;1140.00;1021.00;"0";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SAVANITOS CLARO [B0440F1412E2D759]";28/8/2020 14:30:00;"Savanitos Claro";"Savanitos Claro";"sans filtre";18.00;"0";"Boîte avec couvercle coulissant";"SKU";"54841";5/12/2016 22:48:02;20/5/2016 00:00:00;82.00;8.20;1140.00;1021.00;"0";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SAVANITOS MINI [E15C3E0C230DF702]";28/8/2020 17:39:00;"Savanitos Mini";"Savanitos Mini";"sans filtre";20.00;"0";"Boîte avec couvercle coulissant";"SKU";"31961";2/9/2019 12:29:49;20/5/2016 00:00:00;82.00;8.30;1140.00;920.00;"0";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 10 [0F0572484529B05A]";23/6/2020 08:41:00;"Signature";"10";"sans filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32404080";26/9/2016 13:14:19;1/7/2019 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 10 [43DAFB27A67AD6B9]";23/6/2020 08:41:00;"Signature";"10";"sans filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32405565";26/9/2016 13:14:19;1/1/2020 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 20 [18C33A3B5CCDC823]";23/6/2020 08:41:00;"Signature";"20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32405608";26/9/2016 13:14:19;19/9/2020 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 20 [297540F75A5CA9E8]";23/6/2020 08:41:00;"Signature";"20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403263";26/9/2016 13:14:19;1/7/2019 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 20 [4D85BA51629E215D]";23/6/2020 08:41:00;"Signature";"20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32405590";26/9/2016 13:14:19;19/9/2020 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 20 [62E41858AA952DEE]";23/6/2020 08:41:00;"Signature";"20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32405600";26/9/2016 13:14:19;19/9/2020 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 20 [757CCEA81CBC4CC7]";23/6/2020 08:41:00;"Signature";"20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403262";26/9/2016 13:14:19;1/7/2019 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 20 [7CE26F48E5F0E923]";23/6/2020 08:41:00;"Signature";"20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403264";26/9/2016 13:14:19;1/7/2019 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 20 [85AA4F44CB709336]";23/6/2020 08:41:00;"Signature";"20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32405569";26/9/2016 13:14:19;19/9/2020 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE 5 [EC35C0E4537AC3E8]";23/6/2020 08:41:00;"Signature";"5";"sans filtre";5.00;;"Boîte en métal à couvercle basculant";"SKU";"32403268";26/9/2016 13:14:19;1/7/2019 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE BEIGE 10 [3671B63850529C1F]";6/2/2020 11:33:00;"Signature";"Beige 10";"sans filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403292";17/7/2018 14:06:39;1/7/2019 00:00:00;74.00;8.50;1100.00;951.12;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE BEIGE 5 [CEABC89783E5658C]";6/2/2020 11:33:00;"Signature";"Beige 5";"sans filtre";5.00;;"Boîte en métal à couvercle basculant";"SKU";"32404037";17/7/2018 14:06:39;1/7/2019 00:00:00;74.00;8.50;1100.00;951.12;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE CAFE CREME 20 [9C0793C8B9C56477]";23/6/2020 08:41:00;"Signature";"Cafe Creme 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403261";26/9/2016 13:14:19;1/7/2019 00:00:00;74.00;8.50;980.00;931.54;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE FINOS GREEN FLT 10 [78C145A9F0A02342]";14/4/2020 11:46:00;"Signature";"Finos Green Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32405631";28/11/2019 15:36:35;26/2/2020 00:00:00;70.00;7.50;700.00;457.44;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE FINOS GREEN FLT 10 [AB810CACE15AED6D]";14/4/2020 11:46:00;"Signature";"Finos Green Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32406032";28/11/2019 15:36:35;11/5/2020 00:00:00;70.00;7.50;700.00;457.44;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE GRANDE AZURE 16 [46F156FA6DC7ADDB]";17/1/2020 15:13:00;"Signature";"Grande Azure 16";"sans filtre";16.00;;"Boîte avec couvercle coulissant";"SKU";"32404043";18/1/2018 09:59:26;1/8/2019 00:00:00;100.00;9.30;1560.00;1487.01;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE GRANDE AZURE 16 [F14047BA3D52A772]";17/1/2020 15:13:00;"Signature";"Grande Azure 16";"sans filtre";16.00;;"Boîte avec couvercle coulissant";"SKU";"32404042";18/1/2018 09:59:26;1/8/2019 00:00:00;100.00;9.30;1560.00;1487.01;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE GRANDE RUBY 16 [45D061EBA3F5FCBC]";23/9/2019 11:49:00;"Signature";"Grande Ruby 16";"sans filtre";16.00;;"Boîte avec couvercle coulissant";"SKU";"32404041";23/9/2019 11:49:10;1/1/2020 00:00:00;100.00;9.30;1560.00;1494.67;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE GRANDE RUBY 16 [55FE657B88B38D41]";23/9/2019 11:49:00;"Signature";"Grande Ruby 16";"sans filtre";16.00;;"Boîte avec couvercle coulissant";"SKU";"32404040";23/9/2019 11:49:10;1/1/2020 00:00:00;100.00;9.30;1560.00;1494.67;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE INDOCHINE [A7E46F4A30A6004F]";7/1/2020 16:32:00;"Signature";"Indochine";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32404048";25/3/2019 11:17:19;1/8/2019 00:00:00;70.00;7.50;700.00;481.94;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PERSE [108B663B9F7718BB]";20/1/2020 08:10:00;"Signature";"Perse";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32404045";25/3/2019 11:17:19;1/8/2019 00:00:00;70.00;7.50;700.00;461.29;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC BLEU 20 [08FC74ABE73DFC3A]";3/3/2020 11:47:00;"Signature";"Picc Bleu 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403257";21/11/2016 14:53:56;1/7/2019 00:00:00;70.00;7.50;800.00;760.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC BLEU 20 [606470480409D8B0]";3/3/2020 11:47:00;"Signature";"Picc Bleu 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32405594";21/11/2016 14:53:56;3/6/2020 00:00:00;70.00;7.50;800.00;760.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC BLEU 20 [7C2068629AD59940]";3/3/2020 11:47:00;"Signature";"Picc Bleu 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32405573";21/11/2016 14:53:56;3/6/2020 00:00:00;70.00;7.50;800.00;760.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC BLEU 20 [997A1E927086EACB]";3/3/2020 11:47:00;"Signature";"Picc Bleu 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403255";21/11/2016 14:53:56;1/7/2019 00:00:00;70.00;7.50;800.00;760.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC BLEU 20 [9D3A202D047B3133]";3/3/2020 11:47:00;"Signature";"Picc Bleu 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403256";21/11/2016 14:53:56;1/7/2019 00:00:00;70.00;7.50;800.00;760.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC BLEU 20 [DAF78E3FE31E2C56]";3/3/2020 11:47:00;"Signature";"Picc Bleu 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32405603";21/11/2016 14:53:56;3/6/2020 00:00:00;70.00;7.50;800.00;760.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC BLUE FLT 10 [778D4EB1DBD03688]";21/4/2020 13:37:00;"Signature";"Picc Blue Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403288";24/11/2016 16:23:51;1/7/2019 00:00:00;70.00;7.50;700.00;489.94;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC BLUE FLT 10 [883A2FA65956B3F9]";21/4/2020 13:37:00;"Signature";"Picc Blue Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403289";24/11/2016 16:23:51;1/7/2019 00:00:00;70.00;7.50;700.00;489.94;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC RED FLT 10 [B9591559090EFB32]";13/2/2020 14:01:00;"Signature";"Picc Red Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403287";23/11/2016 10:22:29;1/7/2019 00:00:00;70.00;7.50;700.00;475.91;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICC RED FLT 10 [D6BA4B5DDDDF745C]";13/2/2020 14:01:00;"Signature";"Picc Red Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403286";23/11/2016 10:22:29;1/7/2019 00:00:00;70.00;7.50;700.00;475.91;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICCOLINI BEIGE 20 [7791CB3C45900ABD]";17/1/2020 13:26:00;"Signature";"Piccolini Beige 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403277";7/3/2018 15:36:51;1/7/2019 00:00:00;70.00;7.50;850.00;726.61;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICCOLINI BEIGE 20 [96D3C66B54F3025E]";17/1/2020 13:26:00;"Signature";"Piccolini Beige 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32403278";7/3/2018 15:36:51;1/7/2019 00:00:00;70.00;7.50;850.00;726.61;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICCOLINI BEIGE 20 [A1557FC833EBFA1C]";17/1/2020 13:26:00;"Signature";"Piccolini Beige 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32404926";7/3/2018 15:36:51;1/7/2019 00:00:00;70.00;7.50;850.00;726.61;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICCOLINI MEXICA FLT 10 [6EFC20AD7EA34893]";20/1/2020 10:16:00;"Signature";"Piccolini Mexica Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32405650";22/11/2019 08:29:58;22/2/2020 00:00:00;70.00;7.50;700.00;485.88;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICCOLINIHINDUSTAN FLT 10 [65BFDA12B93D2B48]";28/4/2020 12:10:00;"Signature";"PiccoliniHindustan Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32405655";22/11/2019 08:29:58;22/2/2020 00:00:00;70.00;7.50;700.00;481.40;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICOLINI BEIGE FLT 10 [059AE185B23A4EC5]";14/4/2020 11:46:00;"Signature";"Picolini Beige Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32406028";8/2/2019 09:00:22;7/5/2020 00:00:00;70.00;7.50;755.00;511.40;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICOLINI BEIGE FLT 10 [3F7FCECFD8AC14B6]";14/4/2020 11:46:00;"Signature";"Picolini Beige Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32406029";8/2/2019 09:00:22;7/5/2020 00:00:00;70.00;7.50;755.00;511.40;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PICOLINI BEIGE FLT 10 [911E4CCE21A5528F]";14/4/2020 11:46:00;"Signature";"Picolini Beige Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32406035";8/2/2019 09:00:22;4/6/2020 00:00:00;70.00;7.50;755.00;511.40;"21";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PLC BLUE 10 [9970A49E0244DF6C]";14/4/2020 11:46:00;"Signature";"PLC Blue 10";"filtre";10.00;;"Boîte en carton";"SKU";"32404110";12/2/2019 10:18:58;1/8/2019 00:00:00;84.00;7.80;925.00;694.25;"23";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PLC BLUE 10 [C33BA40DB81063B8]";14/4/2020 11:46:00;"Signature";"PLC Blue 10";"filtre";10.00;;"Boîte en carton";"SKU";"32404109";12/2/2019 10:18:58;1/8/2019 00:00:00;84.00;7.80;925.00;694.25;"23";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PLC FLT RED 10 [BB3DEF448712B2FD]";14/4/2020 11:46:00;"Signature";"PLC Flt Red 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32404120";11/1/2017 14:37:03;1/8/2019 00:00:00;84.00;7.80;925.00;694.25;"23";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PLC FLT RED 10 [FBBDCCB24551EC77]";14/4/2020 11:46:00;"Signature";"PLC Flt Red 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32404119";11/1/2017 14:37:03;1/7/2019 00:00:00;84.00;7.80;925.00;694.25;"23";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PLC GREEN 10 [A1746DB2F39BFE7E]";19/5/2020 10:40:00;"Signature";"PLC Green 10";"filtre";10.00;;"Boîte en carton";"SKU";"32404113";27/2/2018 11:35:01;1/8/2019 00:00:00;84.00;7.80;959.50;710.74;"23";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE PLC GREEN 10 [BD1BFE099DD6018E]";19/5/2020 10:40:00;"Signature";"PLC Green 10";"filtre";10.00;;"Boîte en carton";"SKU";"32404114";27/2/2018 11:35:01;1/8/2019 00:00:00;84.00;7.80;959.50;710.74;"23";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED 05 [8542F73A76412D2F]";13/2/2020 14:01:00;"Signature";"Red 05";"sans filtre";5.00;;"Boîte en métal à couvercle basculant";"SKU";"32403271";23/11/2016 10:22:31;1/7/2019 00:00:00;74.00;8.50;1070.00;937.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED 05 [F1E0AE1059D74917]";13/2/2020 14:01:00;"Signature";"Red 05";"sans filtre";5.00;;"Boîte avec couvercle coulissant";"SKU";"32403603";23/11/2016 10:22:31;1/7/2019 00:00:00;74.00;8.50;1070.00;937.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED 10 [04C0DD96316AC582]";13/2/2020 14:01:00;"Signature";"Red 10";"sans filtre";10.00;;"Boîte en métal à couvercle basculant";"SKU";"32403272";23/11/2016 10:22:31;1/7/2019 00:00:00;74.00;8.50;1070.00;937.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED 10 [4467DAC5A4F6A7DC]";13/2/2020 14:01:00;"Signature";"Red 10";"sans filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403273";23/11/2016 10:22:31;1/7/2019 00:00:00;74.00;8.50;1070.00;937.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED 10 [861C5A5D25A39653]";13/2/2020 14:01:00;"Signature";"Red 10";"sans filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403274";23/11/2016 10:22:31;1/7/2019 00:00:00;74.00;8.50;1070.00;937.27;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED FLT 05 [6A0801E88C6080C8]";14/7/2020 15:48:00;"Signature";"Red Flt 05";"filtre";5.00;;"Boîte avec couvercle coulissant";"SKU";"32403638";23/11/2016 10:22:27;1/7/2019 00:00:00;90.00;8.40;1210.00;919.38;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED FLT 05 [AAB8E13900B858F7]";14/7/2020 15:48:00;"Signature";"Red Flt 05";"filtre";5.00;;"Boîte en métal à couvercle basculant";"SKU";"32403275";23/11/2016 10:22:27;1/7/2019 00:00:00;90.00;8.40;1210.00;919.38;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED FLT 05 [EC1FD4282A4FE3E9]";14/7/2020 15:48:00;"Signature";"Red Flt 05";"filtre";5.00;;"Boîte en métal à couvercle basculant";"SKU";"32405578";23/11/2016 10:22:27;14/8/2020 00:00:00;90.00;8.40;1210.00;919.38;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED FLT 10 [318ADE2D3EB4C9A9]";14/7/2020 15:48:00;"Signature";"Red Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403280";23/11/2016 10:22:27;1/7/2019 00:00:00;90.00;8.40;1210.00;919.38;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED FLT 10 [97CE27DA4ED88584]";14/7/2020 15:48:00;"Signature";"Red Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403281";23/11/2016 10:22:27;1/7/2019 00:00:00;90.00;8.40;1210.00;919.38;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE RED FLT 10 [BD5F18F96DA66501]";14/7/2020 15:48:00;"Signature";"Red Flt 10";"filtre";10.00;;"Boîte avec couvercle coulissant";"SKU";"32403282";23/11/2016 10:22:27;1/7/2019 00:00:00;90.00;8.40;1210.00;919.38;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE S-LINE BEIGE 18 [FA7AD2F9288B5CD2]";28/8/2020 15:43:00;"Signature";"S-Line Beige 18";"filtre";18.00;;"Boîte avec couvercle coulissant";"SKU";"32404066";12/12/2018 09:51:46;1/7/2019 00:00:00;100.00;5.70;550.00;380.65;"27";;;;;;
"FR";"Produit du tabac";"Cigarillo";"SIGNATURE S-LINE GREEN FLT 18 [152C27977C6243E3]";28/1/2020 07:41:00;"Signature";"S-Line Green Flt 18";"filtre";18.00;;"Boîte en carton";"SKU";"32404064";12/12/2018 09:51:46;1/8/2019 00:00:00;100.00;5.70;575.00;386.60;"27";;;;;;
"FR";"Produit du tabac";"Cigarillo";"TORERO ORIGINAL [B58983746255F46D]";14/8/2020 10:09:00;"Torero";"Original";"sans filtre";5.00;;"Boîte pliable";"-";"188";4/10/2016 16:24:20;1/1/2009 00:00:00;98.00;11.30;2550.00;2145.09;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"VILLIGER KIEL JUNIOR SUMATRA  [F47D089766F3E067]";6/4/2020 13:05:00;"Villiger Kiel Junior Sumatra";;"sans filtre";10.00;;"Boîte en carton";"-";"261423";8/11/2017 10:52:45;1/1/2015 00:00:00;118.00;9.80;3068.98;2284.99;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"VILLIGER PREMIUM RED  [6DD93ADEC3A44D3F]";26/3/2020 11:25:00;"Villiger Premium Red";;"sans filtre";5.00;;"Boîte en carton";"-";"7729443";4/10/2017 15:04:50;1/8/2017 00:00:00;90.00;8.15;2107.74;1709.75;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"VILLIGER PREMIUM RED  [AF88FCB2BEB8FFDD]";26/3/2020 11:25:00;"Villiger Premium Red";;"sans filtre";20.00;;"Boîte en carton";"-";"7729303";4/10/2017 15:04:50;20/5/2016 00:00:00;90.00;8.15;2107.74;1709.75;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"VILLIGER PREMIUM RED  [EA74994C029F907B]";26/3/2020 11:25:00;"Villiger Premium Red";;"sans filtre";20.00;;"Boîte en carton";"-";"7729303";4/10/2017 15:04:50;20/5/2016 00:00:00;90.00;8.15;2107.74;1709.75;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"VILLIGER PREMIUM RED FILTER  [AB47A51B05BA972D]";26/3/2020 11:25:00;"Villiger Premium Red Filter";;"filtre";5.00;;"Boîte en carton";"-";"7643333";20/10/2017 14:05:06;20/5/2016 00:00:00;90.00;8.10;1989.17;1374.98;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"VILLIGER PREMIUM RED FILTER  [AB9F51E301F9D8E4]";26/3/2020 11:25:00;"Villiger Premium Red Filter";;"filtre";20.00;;"Boîte en carton";"-";"7643323";20/10/2017 14:05:06;20/5/2016 00:00:00;90.00;8.10;1989.17;1374.98;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"VILLIGER PREMIUM RED FILTER  [B2E617202DD84BE7]";26/3/2020 11:25:00;"Villiger Premium Red Filter";;"filtre";20.00;;"Boîte en carton";"-";"7643323";20/10/2017 14:05:06;20/5/2016 00:00:00;90.00;8.10;1989.17;1374.98;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"VILLIGER RED MINI  [B8FF0863D7196382]";27/3/2020 08:41:00;"Villiger Red Mini";;"sans filtre";10.00;;"Boîte en métal à couvercle basculant";"-";"7738473";27/3/2017 10:13:37;15/4/2017 00:00:00;81.00;8.15;2112.50;1720.02;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"WINGS MINI BLEU 20 [9DE185F73CF8262E]";27/1/2020 11:19:00;"Wings";"Mini Bleu 20";"sans filtre";20.00;;"Boîte en métal à couvercle basculant";"SKU";"32404033";21/2/2019 09:29:54;1/8/2019 00:00:00;70.00;7.50;706.00;672.62;;;;;;;
"FR";"Produit du tabac";"Cigarillo";"WINSTON  [BEA735C15A778B50]";11/8/2020 10:32:00;"Winston";;"filtre";20.00;;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13948735";11/5/2017 15:26:39;12/5/2017 00:00:00;84.00;7.50;714.00;458.00;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"WINSTON CASPULE BLUE  [19F5F634F9848308]";16/4/2020 10:04:00;"Winston Caspule Blue";;"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14551207";22/1/2020 17:34:59;23/1/2020 00:00:00;84.00;7.50;772.00;459.00;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"WINSTON CIGARILLOS  [45778C59200549A2]";6/7/2020 09:28:00;"Winston Cigarillos";;"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14376808";24/1/2019 17:06:49;12/2/2019 00:00:00;84.00;7.50;738.00;458.00;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"WINSTON CIGARILLOS  [4E10B042E63DDF6B]";11/8/2020 10:32:00;"Winston cigarillos";;"filtre";20.00;;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14080384";11/5/2017 15:26:39;14/8/2018 00:00:00;84.00;7.50;714.00;458.00;"20";;;;;;
"FR";"Produit du tabac";"Cigarillo";"WINSTON CIGARILLOS  [9D656E7FB1B55554]";6/7/2020 09:28:00;"Winston Cigarillos";;"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14430433";24/1/2019 17:06:49;7/5/2019 00:00:00;84.00;7.50;738.00;458.00;"20";;;;;;
