"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Poids_NET_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Teneur_Totale_Nicotine_Tabac_Rouler_Pipe";"Teneur_Nicotine_Base_Tabac_Rouler_Pipe";"Teneur_Nicotine_Sans_Combusion";"Teneur_Nicotine_Base_Sans_Combusion";"pH_Sans_Combusion";"Humidité_Sans_Combustion"
"FR";"Produit du tabac";"Cigare";"LA PAZ CGR 20 [8752E987432FE829]";18/2/2020 09:57:00;"La Paz";"Cgr 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404694";21/11/2016 14:36:32;1/8/2019 00:00:00;120.50;12.80;3450.00;3436.44;;;;;;;
"FR";"Produit du tabac";"Cigare";"LA PAZ CGR 50 [4256A55C599EA564]";18/2/2020 09:57:00;"La Paz";"Cgr 50";"sans filtre";50.00;;"Boîte à couvercle basculant";"SKU";"32404699";21/11/2016 14:36:32;1/8/2019 00:00:00;120.50;12.80;3450.00;3436.44;;;;;;;
"FR";"Produit du tabac";"Cigare";"LA PREFERIDA 552 [A0A975CCF6BBA986]";25/6/2020 11:51:00;"La Preferida";"552";"sans filtre";16.00;;"Boîte à couvercle basculant";"-";"LP-552-B16";15/1/2018 04:34:14;1/10/2017 00:00:00;127.00;20.63;14290.00;14288.57;;;;;;;
"FR";"Produit du tabac";"Cigare";"LA PREFERIDA 652 [669E5C7FA3166FF7]";7/5/2020 09:15:00;"La Preferida";"652";"sans filtre";16.00;;"Boîte à couvercle basculant";"-";"LP-652-B16";23/4/2019 13:10:06;3/10/2018 00:00:00;152.40;20.63;17330.00;17328.26;;;;;;;
"FR";"Produit du tabac";"Cigare";"LEON JIM PRESTIGE CORONA  [F14B9F1B269911E8]";4/7/2017 19:11:00;"LEON JIM PRESTIGE CORONA";;"sans filtre";10.00;;"Boîte à couvercle basculant";"UPC";"7465603170766";4/7/2017 19:10:58;7/2/2016 00:00:00;127.00;15.08;6899.99;6900.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LEON JIMENES CONNECTICUT ROBUSTO  [A5F2FD1252CE74AD]";4/7/2017 19:19:00;"León Jimenes Connecticut Robusto";;"sans filtre";10.00;;"Boîte à couvercle basculant";"UPC";"7465603170285";4/7/2017 19:19:38;3/6/2016 00:00:00;127.00;19.84;12799.99;12800.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LEON JIMENES DOBLE MADURO AMBASSADOR  [1CFB0F286D67E1E3]";21/9/2020 23:27:00;"LEON JIMENES DOBLE MADURO AMBASSADOR";;"sans filtre";10.00;;"Boîte à couvercle basculant";"UPC";"7465603170056";4/2/2020 22:36:29;24/2/2011 00:00:00;101.60;23.81;12999.99;13000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LEON JIMENES DOBLE MADURO AMBASSADOR  [69D43595FD2712DC]";4/7/2017 19:11:00;"LEON JIMENES DOBLE MADURO AMBASSADOR";;"sans filtre";10.00;;"Boîte à couvercle basculant";"UPC";"7465603170056";4/7/2017 19:11:39;1/12/2012 00:00:00;101.60;23.81;12999.99;13000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LEON JIMENES DOBLE MADURO AMBASSADOR  [922F9D8B63E0F43B]";21/9/2020 23:27:00;"LEON JIMENES DOBLE MADURO AMBASSADOR";;"sans filtre";10.00;;"Boîte à couvercle basculant";"UPC";"7465603170056";4/2/2020 22:36:29;24/2/2011 00:00:00;101.60;23.81;12999.99;13000.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LEON JIMENES DOBLE MADURO LEYENDAS  [93664189324664DD]";7/2/2018 21:24:00;"León Jimenes Doble Maduro Leyendas";;"sans filtre";20.00;;"Boîte à couvercle basculant";"UPC";"7465603170377";7/2/2018 21:24:44;3/6/2016 00:00:00;139.70;18.65;8099.99;8100.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LEON JIMENES DOBLE MADURO LEYENDAS  [FF0630D5B3C048E9]";4/7/2017 19:19:00;"León Jimenes Doble Maduro Leyendas";;"sans filtre";10.00;;"Boîte à couvercle basculant";"UPC";"7465603170377";4/7/2017 19:19:38;3/6/2016 00:00:00;139.70;18.65;8099.99;8100.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LIGA PRIVADA NO. 09 - BELICOSO  [37ED38032991D096]";24/6/2020 19:47:00;"LIGA PRIVADA No. 09 - Belicoso";;"sans filtre";24.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"00767-16-00030";22/2/2017 18:43:22;1/3/2016 00:00:00;152.00;16.55;18140.00;17920.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LIGA PRIVADA NO. 09 - ROBUSTO  [7704FE1B5C35615D]";24/6/2020 19:47:00;"LIGA PRIVADA No. 09 - Robusto";;"sans filtre";24.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"00767-16-00029";22/2/2017 12:45:44;1/1/2016 00:00:00;127.00;17.19;17260.00;17040.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LIGA PRIVADA NO. 09 - TORO  [CB3802ECD62069FA]";24/6/2020 19:47:00;"LIGA PRIVADA No. 09 - Toro";;"sans filtre";24.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"00767-16-00028";22/2/2017 12:45:44;1/1/2016 00:00:00;152.00;16.55;17000.00;16780.00;;;;;;;
"FR";"Produit du tabac";"Cigare";"LUCKY STRIKE CAPSULE [2E10C21367578A35]";2/7/2020 12:04:00;"Lucky Strike";"Capsule";"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000188247";10/11/2017 08:23:27;26/5/2018 00:00:00;83.00;7.92;1162.00;844.00;"27";;;;;;
"FR";"Produit du tabac";"Cigare";"LUCKY STRIKE CAPSULE [89F348496A4BE74A]";2/7/2020 12:04:00;"Lucky Strike";"Capsule";"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000176740";10/11/2017 08:23:27;14/4/2018 00:00:00;83.00;7.92;1162.00;844.00;"27";;;;;;
"FR";"Produit du tabac";"Cigare";"LUCKY STRIKE CAPSULE [A150B61B83F44562]";2/7/2020 12:04:00;"Lucky Strike";"Capsule";"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000217238";10/11/2017 08:23:27;21/7/2019 00:00:00;83.00;7.92;1162.00;844.00;"27";;;;;;
"FR";"Produit du tabac";"Cigare";"LUCKY STRIKE CAPSULE [AE918ABCD9786C91]";2/7/2020 12:04:00;"Lucky Strike";"Capsule";"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000263901";10/11/2017 08:23:27;2/7/2020 00:00:00;83.00;7.92;1162.00;844.00;"27";;;;;;
"FR";"Produit du tabac";"Cigare";"LUCKY STRIKE CLASSIC [09CA009E09580BB5]";1/7/2020 10:07:00;"Lucky Strike";"Classic";"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000217237";3/9/2018 13:34:10;1/6/2019 00:00:00;83.00;7.92;1146.00;842.00;"27";;;;;;
"FR";"Produit du tabac";"Cigare";"LUCKY STRIKE CLASSIC [BCB97672A662B780]";1/7/2020 10:07:00;"Lucky Strike";"Classic";"filtre";10.00;;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000170191";3/9/2018 13:34:10;3/9/2018 00:00:00;83.00;7.92;1146.00;842.00;"27";;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO GRAN RESERVA LIMITED EDITION 2020 08 [81FDAEE796CC6A46]";18/2/2020 14:35:00;"Macanudo";"Gran Reserva Limited Edition 2020 08";"sans filtre";8.00;;"Boîte à couvercle basculant";"SKU";"32405638";7/1/2020 12:46:37;1/3/2020 00:00:00;152.40;20.60;15500.00;15486.56;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO HERITAGE NUEVO TORO 10 [149D2C2B26922BCA]";17/1/2020 08:10:00;"Macanudo";"Heritage Nuevo Toro 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32405171";28/8/2019 17:16:37;1/1/2020 00:00:00;152.40;20.60;15630.00;15616.45;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO HERITAGE NUEVO TORO 10 [AFFD87A075F45F03]";17/1/2020 08:10:00;"Macanudo";"Heritage Nuevo Toro 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32405172";28/8/2019 17:16:37;1/1/2020 00:00:00;152.40;20.60;15630.00;15616.45;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO BLACK CANONAZO 10 [54A4831F37E823E7]";11/2/2020 16:46:00;"Macanudo";"Inspirado Black Canonazo 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32404781";16/11/2016 08:56:20;1/8/2019 00:00:00;146.00;22.00;16100.00;16086.04;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO BLACK CANONAZO 10 [CB52A6C30AE7299E]";11/2/2020 16:46:00;"Macanudo";"Inspirado Black Canonazo 10";"sans filtre";10.00;;"Fagot";"SKU";"32404780";16/11/2016 08:56:20;1/8/2019 00:00:00;146.00;22.00;16100.00;16086.04;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO BLACK GIGANTE 10 [09B7237463D81CA7]";15/1/2020 14:42:00;"Macanudo";"Inspirado Black Gigante 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403204";16/11/2016 18:56:16;1/8/2019 00:00:00;152.40;23.80;24600.00;24578.67;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO BLACK GIGANTE 10 [ACE6F68537362325]";15/1/2020 14:42:00;"Macanudo";"Inspirado Black Gigante 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403205";16/11/2016 18:56:16;1/8/2019 00:00:00;152.40;23.80;24600.00;24578.67;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO BLACK ROBUSTO 10 [9BAD8AB8721996A1]";15/1/2020 14:42:00;"Macanudo";"Inspirado Black Robusto 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403208";5/9/2017 13:21:52;1/8/2019 00:00:00;127.00;19.80;13020.00;13008.71;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO BLACK ROBUSTO 20 [69BEA557C9E8CED5]";28/2/2020 13:37:00;"Macanudo";"Inspirado Black Robusto 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404602";8/2/2019 11:19:53;1/8/2019 00:00:00;124.00;19.10;14140.00;14127.74;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO BLACK TORO 20 [55B9A1EE1BD26423]";28/2/2020 13:37:00;"Macanudo";"Inspirado Black Toro 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404729";8/2/2019 11:19:53;1/8/2019 00:00:00;140.00;21.40;21210.00;21191.61;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO BLACK TORO 20 [90C69350620C6A02]";28/2/2020 13:37:00;"Macanudo";"Inspirado Black Toro 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404596";8/2/2019 11:19:53;1/8/2019 00:00:00;140.00;21.40;21210.00;21191.61;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO GREEN ROBUSTO 25 [0D3B221CD396A55B]";1/9/2020 08:50:00;"Macanudo";"Inspirado Green Robusto 25";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"32405519";27/11/2019 15:29:36;1/3/2020 00:00:00;127.00;19.50;12700.00;12694.49;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO GREEN TORO 25 [8869897E7D042858]";1/9/2020 08:50:00;"Macanudo";"Inspirado Green Toro 25";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"32405520";27/11/2019 15:29:36;1/3/2020 00:00:00;152.40;19.50;12100.00;12094.75;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO ORANGE GIGANTE 10 [3F74BC3289C3DC15]";29/4/2020 17:35:00;"Macanudo";"Inspirado Orange Gigante 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403943";21/11/2016 14:39:52;1/8/2019 00:00:00;152.00;24.00;24000.00;23992.68;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO ORANGE GIGANTE 10 [DE9F652C047B8059]";29/4/2020 17:35:00;"Macanudo";"Inspirado Orange Gigante 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403942";21/11/2016 14:39:52;1/8/2019 00:00:00;152.00;24.00;24000.00;23992.68;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO ORANGE PETIT PIRAMIDE 20 [219863589C22C94F]";29/4/2020 17:35:00;"Macanudo";"Inspirado Orange Petit Piramide 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32403913";16/11/2016 18:50:59;1/8/2019 00:00:00;114.00;21.00;10940.00;10933.33;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO ORANGE PETIT PIRAMIDE 20 [AF2247DD31172507]";29/4/2020 17:35:00;"Macanudo";"Inspirado Orange Petit Piramide 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32403914";16/11/2016 18:50:59;1/8/2019 00:00:00;114.00;21.00;10940.00;10933.33;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO ORANGE PIRAMIDE 10 [FED8669EFAA0A48D]";11/2/2020 16:46:00;"Macanudo";"Inspirado Orange Piramide 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403979";16/11/2016 18:49:46;1/8/2019 00:00:00;152.00;21.00;14550.00;14539.70;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO ORANGE ROBUSTO 10 [60E73690074DFC6C]";29/4/2020 17:35:00;"Macanudo";"Inspirado Orange Robusto 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403927";16/11/2016 18:47:47;1/8/2019 00:00:00;127.00;20.00;12470.00;12462.39;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO ORANGE ROBUSTO 10 [C29FA5222C3D73F3]";29/4/2020 17:35:00;"Macanudo";"Inspirado Orange Robusto 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403928";16/11/2016 18:47:47;1/8/2019 00:00:00;127.00;20.00;12470.00;12462.39;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO RED GIGANTE 20 [ACB750D1C0696F6E]";1/9/2020 08:50:00;"Macanudo";"Inspirado Red Gigante 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404636";8/2/2019 11:19:53;1/7/2019 00:00:00;152.40;23.80;27220.00;27203.40;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO RED GIGANTE 20 [AE6089BBD5904F7E]";1/9/2020 08:50:00;"Macanudo";"Inspirado Red Gigante 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404717";8/2/2019 11:19:53;1/8/2019 00:00:00;152.40;23.80;27220.00;27203.40;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO RED ROBUSTO 20 [8012CBFF8F1553BE]";1/9/2020 08:50:00;"Macanudo";"Inspirado Red Robusto 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404631";8/2/2019 11:19:53;1/7/2019 00:00:00;127.00;19.80;13150.00;13141.98;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO RED ROBUSTO 20 [83C54A275804EC7C]";1/9/2020 08:50:00;"Macanudo";"Inspirado Red Robusto 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404720";8/2/2019 11:19:53;1/8/2019 00:00:00;127.00;19.80;13150.00;13141.98;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO RED TORO 20 [24B0F1ACA40BBF6F]";10/2/2020 17:15:00;"Macanudo";"Inspirado Red Toro 20";"sans filtre";20.00;;"Boîte à couvercle basculant";"SKU";"32404635";2/4/2019 13:21:40;1/8/2019 00:00:00;152.40;19.80;18140.00;18128.93;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO WHITE CHURCHILL 20 [CDE4639F0A6D0529]";26/6/2020 10:54:00;"Macanudo";"Inspirado White Churchill 20";"sans filtre";20.00;;"Boîte en carton";"SKU";"32404608";2/4/2019 13:55:45;1/8/2019 00:00:00;177.80;19.10;16140.00;16130.15;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO WHITE ROBUSTO 20 [74F99252D2FCBF1A]";29/4/2020 16:08:00;"Macanudo";"Inspirado White Robusto 20";"sans filtre";20.00;;"Boîte en carton";"SKU";"32404739";8/3/2018 08:53:27;1/8/2019 00:00:00;127.00;19.80;13380.00;13371.84;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO WHITE ROBUSTO 20 [D6B4729BA2B88B92]";29/4/2020 16:08:00;"Macanudo";"Inspirado White Robusto 20";"sans filtre";20.00;;"Boîte en carton";"SKU";"32404586";8/3/2018 08:53:27;1/8/2019 00:00:00;127.00;19.80;13380.00;13371.84;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO WHITE TORO 20 [980453FC3BAD0CEE]";3/3/2020 11:18:00;"Macanudo";"Inspirado White Toro 20";"sans filtre";20.00;;"Boîte en carton";"SKU";"32404611";8/3/2018 08:53:27;1/7/2019 00:00:00;165.10;19.80;16827.00;16816.74;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO INSPIRADO WHITE TORO 20 [AFBA25AE42F1A213]";3/3/2020 11:18:00;"Macanudo";"Inspirado White Toro 20";"sans filtre";20.00;;"Boîte en carton";"SKU";"32404725";8/3/2018 08:53:27;1/8/2019 00:00:00;165.10;19.80;16827.00;16816.74;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO MADURO GIGANTES 10 [5A4F8B194E0A5204]";14/1/2020 11:14:00;"Macanudo";"Maduro Gigantes 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403952";16/11/2016 18:15:10;1/8/2019 00:00:00;152.00;24.00;24000.00;23988.67;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO MADURO HYDE PARK 10 [32609EA6CCCB7091]";11/2/2020 16:46:00;"Macanudo";"Maduro Hyde Park 10";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"32403804";16/11/2016 15:40:45;1/8/2019 00:00:00;140.00;19.00;16240.00;16225.92;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO MADURO LONDON CLUB 25 [8BCC7E29DBA72DA6]";11/2/2020 16:46:00;"Macanudo";"Maduro London Club 25";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"32403819";16/11/2016 18:19:09;1/8/2019 00:00:00;102.00;15.00;7620.00;7614.61;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO VINTAGE 1997 MADURO PERFECTO 12 [0B94089D1AEDA693]";17/1/2020 08:10:00;"Macanudo Vintage 1997";"Maduro Perfecto 12";"sans filtre";12.00;;"Boîte à couvercle basculant";"SKU";"32405029";18/6/2019 10:48:13;1/7/2019 00:00:00;152.40;16.50;27330.00;27306.30;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO VINTAGE 1997 MADURO PERFECTO 12 [A2769D38EB07018C]";17/1/2020 08:10:00;"Macanudo Vintage 1997";"Maduro Perfecto 12";"sans filtre";12.00;;"Boîte à couvercle basculant";"SKU";"32405028";18/6/2019 10:48:13;1/7/2019 00:00:00;152.40;16.50;27330.00;27306.30;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO VINTAGE 1997 MADURO TORO 12 [ABCDC38D982943F3]";14/1/2020 11:00:00;"Macanudo Vintage 1997";"Maduro Toro 12";"sans filtre";12.00;;"Boîte à couvercle basculant";"SKU";"32402973";11/12/2018 13:31:57;1/7/2019 00:00:00;152.40;16.50;10220.00;10212.47;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACANUDO VINTAGE 1997 MADURO TORO 12 [EE8628B6C366441B]";14/1/2020 11:00:00;"Macanudo Vintage 1997";"Maduro Toro 12";"sans filtre";12.00;;"Boîte à couvercle basculant";"SKU";"32404814";11/12/2018 13:31:57;1/7/2019 00:00:00;152.40;16.50;10220.00;10212.47;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACHETERO CHURCHILL [4354A3B1F8662542]";26/2/2020 18:01:00;"MACHETERO";"CHURCHILL";"sans filtre";10.00;;"Fagot";"SKU";"MACH3";18/11/2016 11:33:59;14/5/2007 00:00:00;178.00;20.00;15500.00;15482.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACHETERO CORONA GORDA [688BA83C19116714]";26/2/2020 18:01:00;"MACHETERO";"CORONA GORDA";"sans filtre";10.00;;"Fagot";"SKU";"MACH2";18/11/2016 11:33:33;14/5/2007 00:00:00;146.00;18.00;10400.00;10382.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACHETERO PANATELA [E8EB8E5B3796D381]";26/2/2020 18:01:00;"MACHETERO";"PANATELA";"sans filtre";10.00;;"Fagot";"SKU";"MACH4";18/11/2016 11:33:13;14/5/2007 00:00:00;114.00;10.00;10205.00;10187.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACHETERO PETIT CORONA [5DBFC7A1B3AA49E3]";26/2/2020 18:01:00;"MACHETERO";"PETIT CORONA";"sans filtre";10.00;;"Fagot";"SKU";"MACH5";29/3/2018 16:21:25;14/5/2007 00:00:00;102.00;15.00;7656.00;7638.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACHETERO ROBUSTO [488A3863F43AB262]";26/2/2020 18:01:00;"MACHETERO";"ROBUSTO";"sans filtre";10.00;;"Fagot";"SKU";"MACH1";18/11/2016 11:33:28;14/5/2007 00:00:00;127.00;20.00;11200.00;11182.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACHETERO ROBUSTO MADURO [474ED87633069323]";26/2/2020 18:01:00;"MACHETERO";"ROBUSTO MADURO";"sans filtre";10.00;;"Fagot";"SKU";"MACH1M";18/11/2016 11:33:31;14/5/2007 00:00:00;127.00;20.00;11200.00;11182.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACHETERO SHORT ROBUSTO [C4B8405E6CC9EAD7]";26/2/2020 18:01:00;"MACHETERO";"SHORT ROBUSTO";"sans filtre";10.00;;"Fagot";"SKU";"MACH6";18/11/2016 11:33:34;14/5/2007 00:00:00;95.00;20.00;9900.00;9882.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MACHETERO SHORT TORPEDO [1559F03E084037AB]";26/2/2020 18:01:00;"MACHETERO";"SHORT TORPEDO";"sans filtre";10.00;;"Fagot";"SKU";"MACH8";18/11/2016 11:34:15;14/5/2007 00:00:00;95.00;21.00;9800.00;9782.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MAESTRANZA 5 X 52 [4352583CF2EE2B37]";29/3/2019 11:54:00;"MAESTRANZA";"5 x 52";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"MAES01";23/3/2017 13:33:48;29/4/2016 00:00:00;126.00;21.00;14000.00;13982.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MAESTRANZA 5 X 60 [3A83967CEFEC365E]";29/3/2019 11:54:00;"MAESTRANZA";"5 x 60";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"MAES02";23/3/2017 13:33:48;29/4/2016 00:00:00;127.00;24.00;19500.00;19482.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MAESTRANZA 6 X 62 [9A23229B1501CC6D]";29/3/2019 11:54:00;"MAESTRANZA";"6 x 62";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"MAES03";23/3/2017 13:33:48;29/4/2016 00:00:00;152.00;25.00;22900.00;22882.24;;;;;;;
"FR";"Produit du tabac";"Cigare";"MONTECRISTO 80 ANIVERSARIO - 2015 [89CD5B0D8FA010EA]";18/4/2017 17:31:00;"MONTECRISTO";"80 ANIVERSARIO - 2015";"sans filtre";20.00;;"Boîte pliante à couvercle basculant";"SKU";"10.9188.17.1050";4/1/2017 15:14:39;1/1/2015 00:00:00;165.00;21.83;17380.00;17378.30;;;;;;;
"FR";"Produit du tabac";"Cigare";"MONTECRISTO A [30A562EAB30917C4]";18/4/2017 17:26:00;"MONTECRISTO";"MONTECRISTO A";"sans filtre";100.00;;"Boîte pliante à couvercle basculant";"SKU";"10.9042.17.1280";4/1/2017 15:14:39;1/1/2015 00:00:00;235.00;18.65;18790.00;18788.10;;;;;;;
"FR";"Produit du tabac";"Cigare";"MONTECRISTO A [791D4EA19833B1A2]";18/4/2017 17:26:00;"MONTECRISTO";"MONTECRISTO A";"sans filtre";25.00;;"Boîte pliante à couvercle basculant";"SKU";"10.9042.17.0520";4/1/2017 15:14:39;1/1/2015 00:00:00;235.00;18.65;18790.00;18788.10;;;;;;;
"FR";"Produit du tabac";"Cigare";"MONTECRISTO DANTES - 2016 [99A132F88EF57240]";18/4/2017 17:32:00;"MONTECRISTO";"DANTES - 2016";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"11.9043.17.1040";4/1/2017 15:14:39;1/9/2016 00:00:00;167.00;19.05;14280.00;14278.60;;;;;;;
"FR";"Produit du tabac";"Cigare";"MONTECRISTO DOUBLE EDMUNDO - 2018 (TR) [1F2F1220A40D8247]";3/5/2018 10:10:00;"MONTECRISTO";"DOUBLE EDMUNDO - 2018 (TR)";"sans filtre";10.00;;"Boîte pliante à couvercle basculant";"SKU";"12.8102.17.1516";3/5/2018 10:10:15;1/9/2018 00:00:00;155.00;19.84;14580.00;14578.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"MONTECRISTO DOUBLE EDMUNDO [018F0DC4A0A677FA]";18/4/2017 17:25:00;"MONTECRISTO";"DOUBLE EDMUNDO";"sans filtre";25.00;;"Boîte à couvercle basculant";"SKU";"10.8102.17.0690";4/1/2017 15:14:39;1/1/2015 00:00:00;155.00;19.34;14580.00;14578.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"MONTECRISTO DOUBLE EDMUNDO [C77D2EC31ACC2F17]";18/4/2017 17:25:00;"MONTECRISTO";"DOUBLE EDMUNDO";"sans filtre";10.00;;"Boîte à couvercle basculant";"SKU";"10.8102.17.0640";4/1/2017 15:14:39;1/1/2015 00:00:00;155.00;19.34;14580.00;14578.50;;;;;;;
"FR";"Produit du tabac";"Cigare";"MONTECRISTO DOUBLE EDMUNDO [D0C6C41E11AF0EBD]";18/4/2017 17:25:00;"MONTECRISTO";"DOUBLE EDMUNDO";"sans filtre";3.00;;"Boîte avec couvercle coulissant";"SKU";"10.8102.17.0760";4/1/2017 15:14:39;1/1/2015 00:00:00;155.00;19.34;14580.00;14578.50;;;;;;;
