"extract_date","tx_incid","R","taux_occupation_sae","tx_pos"
"2020-04-26",18.3377884755335,NA,90.9,NA
"2020-04-27",17.0420055689439,NA,89.5,NA
"2020-04-28",15.6627199664176,NA,86.8,NA
"2020-04-29",14.4877177450222,NA,81.6,NA
"2020-04-30",13.4707741980785,NA,78,NA
"2020-05-01",11.7634422900865,NA,75.5,NA
"2020-05-02",10.9239419720083,NA,74.5,NA
"2020-05-03",10.7181674713071,NA,74.4,NA
"2020-05-04",10.3245119047482,NA,71.9,NA
"2020-05-05",9.73999303319114,NA,66.7,NA
"2020-05-06",9.15249192249345,NA,61.2,NA
"2020-05-07",8.5277128225383,NA,57.6,NA
"2020-05-08",8.30851824570439,NA,55.8,NA
"2020-05-09",8.00432985336345,NA,54.6,NA
"2020-05-10",7.87609357031776,NA,53.9,NA
"2020-05-11",7.4913847211807,NA,52.7,NA
"2020-05-12",6.86809674079584,NA,49.3,NA
"2020-05-13",6.34918713033189,NA,47.2,NA
"2020-05-14",6.04947209670185,NA,44.6,NA
"2020-05-15",6.14490374920096,NA,42.7,NA
"2020-05-16",6.25673771697337,NA,41.3,NA
"2020-05-17",6.08675008595932,NA,40.5,NA
"2020-05-18",5.79449065018077,NA,38.7,NA
"2020-05-19",8.26229353902513,NA,36.7,2.19534227688017
"2020-05-20",8.49938155070262,NA,34.7,2.15170664311114
"2020-05-21",7.2602611877844,NA,33.8,2.10423959548814
"2020-05-22",6.91879480618599,NA,32.9,1.99733115233955
"2020-05-23",6.88151681692853,NA,32.2,1.97022673616892
"2020-05-24",6.88002569735823,NA,32,1.96763257212307
"2020-05-25",6.25971995611397,NA,31.1,1.80102106482475
"2020-05-26",5.870537748266,NA,30,1.6817455638995
"2020-05-27",5.37995940963773,NA,29,1.59834141068691
"2020-05-28",6.06438329240483,NA,27.6,1.57280254309061
"2020-05-29",5.71247907381434,NA,26.3,1.4926943308007
"2020-05-30",5.82431304158674,NA,25.6,1.51686375021844
"2020-05-31",5.89439566139078,NA,25.4,1.52756416696937
"2020-06-01",5.07726213686709,0.84,25.1,1.55552611502213
"2020-06-02",5.02209071276604,0.83,24.1,1.57882647440735
"2020-06-03",4.91622122327483,0.83,23.3,1.55640002832393
"2020-06-04",4.89534554929065,0.84,22.4,1.57212224531428
"2020-06-05",4.85061196218169,0.85,21.1,1.5783370450697
"2020-06-06",4.76412702710436,0.86,20.4,1.55475209125105
"2020-06-07",4.66273089632405,0.88,20.2,1.5297611185308
"2020-06-08",5.26365208315443,0.89,19.7,1.48924411368881
"2020-06-09",5.01165287577395,0.9,18.3,1.44953163006538
"2020-06-10",4.85210308175199,0.9,17.9,1.43001538123489
"2020-06-11",4.85210308175199,0.9,17.3,1.44832712430955
"2020-06-12",4.92218570155603,0.89,16.8,1.48713790151822
"2020-06-13",4.78052934237765,0.88,16.7,1.44928846536354
"2020-06-14",4.75219807054197,0.88,16.6,1.44644040411375
"2020-06-15",4.64334634191017,0.87,16.2,1.42356238028407
"2020-06-16",4.57177260253583,0.86,15.7,1.41017385705087
"2020-06-17",4.82377180991631,0.86,14.7,1.4933158536135
"2020-06-18",4.75518030968257,0.86,14.3,1.48016467934407
"2020-06-19",4.86850539702527,0.86,13.8,1.50776974762751
"2020-06-20",5.08769997385918,0.87,13.6,1.55875957092996
"2020-06-21",5.09217333257008,0.87,13.6,1.56120708966312
"2020-06-22",5.24128528959995,0.88,13.3,1.5821645271061
"2020-06-23",5.46495322514475,0.89,12.9,1.61443787607813
"2020-06-24",5.38592388791892,0.9,12.5,1.55849535299143
"2020-06-25",5.27856327885742,0.91,12.3,1.51892868329479
"2020-06-26",5.13392468053844,0.92,12,1.44922656003367
"2020-06-27",5.13690691967904,0.93,11.7,1.43492042335359
"2020-06-28",5.30540343112279,0.95,11.7,1.47254193516346
"2020-06-29",5.42469299674669,0.97,11.7,1.43389235953728
"2020-06-30",5.51266905139431,0.99,11.3,1.40247719125206
"2020-07-01",5.45600650772296,1.01,11,1.33552818880624
"2020-07-02",5.57976943205776,1.03,10.8,1.29917473587729
"2020-07-03",5.83027751986794,1.04,10.5,1.30391574903457
"2020-07-04",5.84966207428182,1.06,10.2,1.29124631766042
"2020-07-05",5.68265668240837,1.07,10.3,1.25348647510788
"2020-07-06",5.68862116068956,1.08,10.3,1.23711005901809
"2020-07-07",5.46644434471505,1.09,10.1,1.1671925294584
"2020-07-08",5.57380495377656,1.1,9.9,1.16468553802053
"2020-07-09",5.74379258479061,1.12,9.6,1.15636088546263
"2020-07-10",5.89588678096108,1.13,9.3,1.14868064412107
"2020-07-11",5.89588678096108,1.15,9.3,1.13854942928554
"2020-07-12",5.91527133537496,1.16,9.4,1.1422072500072
"2020-07-13",6.21200412986441,1.17,9.2,1.16225219142846
"2020-07-14",5.63046749744791,1.19,9.2,1.22002836824437
"2020-07-15",5.84966207428182,1.21,9,1.21858789177772
"2020-07-16",6.24629987998128,1.23,9,1.25026861822784
"2020-07-17",6.40883191314384,1.26,8.9,1.22903941619198
"2020-07-18",6.54899715275191,1.29,8.9,1.23152847488994
"2020-07-19",6.65934000095402,1.33,8.9,1.24164889638932
"2020-07-20",6.89344577349092,1.36,8.7,1.24573571971351
"2020-07-21",8.25036458246274,1.39,8.5,1.25652619220104
"2020-07-22",8.71857612753653,1.41,8.3,1.30409763669941
"2020-07-23",8.96461085663582,1.42,8.1,1.33226964499402
"2020-07-24",9.42536680385812,1.42,7.6,1.39774008800831
"2020-07-25",9.68929496780099,1.42,7.3,1.43014349854741
"2020-07-26",9.79516445729219,1.41,7.3,1.43770107898711
"2020-07-27",10.378192209279,1.4,7.4,1.49627221835255
"2020-07-28",10.7733388954081,1.39,7.1,1.51165807445099
"2020-07-29",11.2176925273572,1.38,7,1.51999450433995
"2020-07-30",11.8245781924687,1.37,7.1,1.5557316843493
"2020-07-31",12.3554167594951,1.37,6.9,1.58958234615908
"2020-08-01",12.6059248473053,1.36,6.8,1.60990240418948
"2020-08-02",12.589522532032,1.36,6.8,1.60399564567332
"2020-08-03",13.4707741980785,1.36,7.1,1.6917539634683
"2020-08-04",14.4400019187727,1.36,7.2,1.81042170262646
"2020-08-05",15.1751238669299,1.36,7.1,1.91215043176984
"2020-08-06",16.0802334461012,1.36,7.2,2.01586295720964
"2020-08-07",17.0703368407796,1.36,7.1,2.13644269600854
"2020-08-08",17.3864541896829,1.36,7.2,2.17161737070403
"2020-08-09",17.67125802761,1.37,7.3,2.20579339509034
"2020-08-10",18.8671359229895,1.37,7.4,2.34801811163896
"2020-08-11",19.8840794699332,1.38,7.3,2.48486440857991
"2020-08-12",21.2678384311704,1.39,7,2.65068167288622
"2020-08-13",23.3315479164638,1.41,6.9,2.86438167835522
"2020-08-14",25.6994457940982,1.42,6.8,3.06122448979592
"2020-08-15",25.3430682167968,1.44,7,3.13268956771612
"2020-08-16",25.7128658702309,1.45,7,3.15416329800661
"2020-08-17",28.978417729185,1.47,7.1,3.36464131441581
"2020-08-18",31.9994259786102,1.48,7.1,3.51260264869227
"2020-08-19",34.908600260263,1.49,7.2,3.66478295580846
"2020-08-20",37.2571135834835,1.5,7.3,3.75597158293172
"2020-08-21",39.1165396876459,1.49,7.3,3.79158084914183
"2020-08-22",41.3069943364147,1.49,7.3,3.80175746538523
"2020-08-23",41.7781881206291,1.48,7.3,3.83961277714815
"2020-08-24",44.6992913588443,1.46,7.7,3.96606151053533
"2020-08-25",47.7724887932299,1.45,7.9,4.09942624922587
"2020-08-26",50.4907997698845,1.44,7.4,4.17208800307538
"2020-08-27",53.8845879118843,1.43,7.4,4.27337186861424
"2020-08-28",57.5631798918112,1.42,7.5,4.41022243039768
"2020-08-29",58.720288678363,1.4,7.8,4.43460478189582
"2020-08-30",59.1840268647259,1.39,7.8,4.4521842522953
"2020-08-31",62.913316910043,1.38,8,4.60086473400978
"2020-09-01",65.9909877031395,1.37,8.3,4.7553349236026
"2020-09-02",69.572656910997,1.36,8.7,4.96120503117102
"2020-09-03",73.1051191730346,1.35,9.1,5.18524394242261
"2020-09-04",76.8075690660863,1.34,9.2,5.37903336128495
"2020-09-05",78.3508778213455,1.33,9.4,5.4485501122477
"2020-09-06",78.5775279960309,1.32,9.5,5.46477611290227
"2020-09-07",82.7168759231801,1.31,10.5,5.63721355622174
"2020-09-08",86.8905196004462,1.3,11.2,5.69852725459133
"2020-09-09",90.2336096770559,1.28,11.7,5.71942728225601
"2020-09-10",93.6244155799151,1.27,12,5.71005562002321
"2020-09-11",95.4048123468518,1.26,12.4,5.62945809141117
"2020-09-12",96.0743250339159,1.25,12.9,5.63398632229609
"2020-09-13",96.2115080343834,1.23,13.1,5.64023577397098
"2020-09-14",99.8468575467716,1.22,13.9,5.72816107047261
"2020-09-15",102.594990914832,1.21,14.9,5.78946748410093
"2020-09-16",105.744235447303,1.2,15.7,5.93058681164474
"2020-09-17",108.22694953185,1.19,15.7,6.11951523449949
"2020-09-18",111.145070530925,1.18,16.2,6.38497443457538
"2020-09-19",112.199292067126,1.16,16.4,6.4927108545493
"2020-09-20",112.551196285717,1.14,16.5,6.5133613607809
"2020-09-21",113.893203898985,1.12,18,6.78456748726467
"2020-09-22",114.902691848078,1.1,18.7,7.13267527620627
"2020-09-23",114.175025497772,1.08,19.7,7.3920040469219
"2020-09-24",112.6675036122,1.06,20.6,7.59627419735896
"2020-09-25",111.216644270299,1.04,21.6,7.77909887359199
"2020-09-26",110.611249724758,1.02,21.8,7.82140458424142
"2020-09-27",109.995417342225,1.01,22,7.82589046066102
"2020-09-28",107.159307919516,1,22.9,7.83506301084905
"2020-09-29",105.058320444966,1,23.7,7.89378746288723
"2020-09-30",105.621963642539,1.01,24.4,8.08862152915759
"2020-10-01",108.464037543528,1.03,24.9,8.43887730679855
"2020-10-02",114.257037074138,1.06,25.1,8.94722277037544
"2020-10-03",117.826777325433,1.1,25.5,9.19830978045771
"2020-10-04",118.696100034918,1.15,26.4,9.25587430931517
"2020-10-05",130.19114080235,1.2,27.9,10.0161293283041
"2020-10-06",140.42320329374,1.24,28,10.6385286153408
"2020-10-07",151.417227885552,1.29,27.8,11.246288467864
"2020-10-08",163.192599132201,1.32,28,11.7576975140199
"2020-10-09",174.953059183147,1.35,28.4,12.1292379451936
"2020-10-10",181.062176062661,1.37,28.8,12.3189846706368
"2020-10-11",182.900726492839,1.39,29.3,12.3792828170589
"2020-10-12",198.165317533987,1.4,30.4,12.8604192068745
"2020-10-13",211.418388274802,1.4,32.3,13.2019516373828
"2020-10-14",223.415936337425,1.41,32.9,13.3714522337218
"2020-10-15",237.432460298233,1.41,34.4,13.6169357597318
"2020-10-16",251.386357237088,1.41,35.4,13.8938542467614
"2020-10-17",257.274788420198,1.42,36.9,14.0056058789484
"2020-10-18",259.466734188537,1.42,38.3,14.0573335110616
"2020-10-19",279.29713335394,1.43,41.3,14.6931651487696
"2020-10-20",302.349841910758,1.44,42.9,15.5460400214675
"2020-10-21",328.507061412937,1.44,44.3,16.4917623157291
"2020-10-22",356.241885420493,1.44,45.7,17.443273166408
"2020-10-23",388.154826464026,1.43,48.1,18.4256274570594
"2020-10-24",402.560532632682,1.41,49.2,18.8734724009757
"2020-10-25",406.418058961045,1.39,50.9,18.994121807849
"2020-10-26",440.618377425416,1.36,54.6,19.8649162835911
"2020-10-27",464.374894419415,1.33,57.5,20.3734547871505
"2020-10-28",474.460827192915,NA,60,20.5956199087993
"2020-10-29",466.786034764588,NA,62.2,20.6496536556953
"2020-10-30",431.565790514133,NA,66.6,20.6254832583281
"2020-10-31",NA,NA,68.1,NA
"2020-11-01",NA,NA,70.6,NA
"2020-11-02",NA,NA,73.6,NA
